PolymerEnvironmentID,PolymerID,Category,Agent,Conditions,Verdict,Finding,SourceID,Locator,Notes
PB00307,PVDF,organic-solvent,Methyl Ethyl Ketone,"Maximum use temperature for long-term contact; three columns: Kynar homopolymer, Kynar Flex 2850, Kynar Flex 2800",not-resistant,NR / NR / NR,R-ARKEMA-KYNAR-CHEM,"p. 7 table, Methyl Ethyl Ketone","NR indicates that Kynar resin is not recommended for long-term use with the chemical at room temperature or at the temperature indicated; the temperatures listed are maximum values and do not take into account pressures, vacuums, mixtures, or close tolerances. Verdict reading: a stated maximum temperature for all three resins = resistant; NR for some = limited; NR for all = not-resistant."
PB00308,PVDF,organic-solvent,"Ethyl Alcohol, aqueous solution or liquid","Maximum use temperature for long-term contact; three columns: Kynar homopolymer, Kynar Flex 2850, Kynar Flex 2800",resistant,140 °C / 110 °C / 100 °C,R-ARKEMA-KYNAR-CHEM,"p. 5 table, Ethyl Alcohol","NR indicates that Kynar resin is not recommended for long-term use with the chemical at room temperature or at the temperature indicated; the temperatures listed are maximum values and do not take into account pressures, vacuums, mixtures, or close tolerances. Verdict reading: a stated maximum temperature for all three resins = resistant; NR for some = limited; NR for all = not-resistant."
PB00309,PVDF,organic-solvent,Toluene,"Maximum use temperature for long-term contact; three columns: Kynar homopolymer, Kynar Flex 2850, Kynar Flex 2800",resistant,80 °C / 80 °C / 80 °C,R-ARKEMA-KYNAR-CHEM,"p. 11 table, Toluene","NR indicates that Kynar resin is not recommended for long-term use with the chemical at room temperature or at the temperature indicated; the temperatures listed are maximum values and do not take into account pressures, vacuums, mixtures, or close tolerances. Verdict reading: a stated maximum temperature for all three resins = resistant; NR for some = limited; NR for all = not-resistant."
PB00310,PVDF,oil-grease,Mineral Oil,"Maximum use temperature for long-term contact; three columns: Kynar homopolymer, Kynar Flex 2850, Kynar Flex 2800",resistant,140 °C / 135 °C / 110 °C (Lubricating Oil: 140 / 135 / 110 °C),R-ARKEMA-KYNAR-CHEM,"p. 8 table, Mineral Oil","NR indicates that Kynar resin is not recommended for long-term use with the chemical at room temperature or at the temperature indicated; the temperatures listed are maximum values and do not take into account pressures, vacuums, mixtures, or close tolerances. Verdict reading: a stated maximum temperature for all three resins = resistant; NR for some = limited; NR for all = not-resistant."
PB00311,PVDF,oil-grease,"Gasoline, unleaded","Maximum use temperature for long-term contact; three columns: Kynar homopolymer, Kynar Flex 2850, Kynar Flex 2800",resistant,140 °C / 135 °C / 110 °C (leaded and sour gasoline the same),R-ARKEMA-KYNAR-CHEM,"p. 6 table, Gasoline","NR indicates that Kynar resin is not recommended for long-term use with the chemical at room temperature or at the temperature indicated; the temperatures listed are maximum values and do not take into account pressures, vacuums, mixtures, or close tolerances. Verdict reading: a stated maximum temperature for all three resins = resistant; NR for some = limited; NR for all = not-resistant."
PB00312,PVDF,oil-grease,Motor Oil,"Maximum use temperature for long-term contact; three columns: Kynar homopolymer, Kynar Flex 2850, Kynar Flex 2800",resistant,135 °C / 135 °C / 110 °C,R-ARKEMA-KYNAR-CHEM,"p. 8 table, Motor Oil","NR indicates that Kynar resin is not recommended for long-term use with the chemical at room temperature or at the temperature indicated; the temperatures listed are maximum values and do not take into account pressures, vacuums, mixtures, or close tolerances. Verdict reading: a stated maximum temperature for all three resins = resistant; NR for some = limited; NR for all = not-resistant."
PB00313,PVDF,water-solubility,Water,"Maximum use temperature for long-term contact; three columns: Kynar homopolymer, Kynar Flex 2850, Kynar Flex 2800",resistant,"150 °C / 135 °C / 110 °C (Water, salt: the same)",R-ARKEMA-KYNAR-CHEM,"p. 11 table, Water","NR indicates that Kynar resin is not recommended for long-term use with the chemical at room temperature or at the temperature indicated; the temperatures listed are maximum values and do not take into account pressures, vacuums, mixtures, or close tolerances. Verdict reading: a stated maximum temperature for all three resins = resistant; NR for some = limited; NR for all = not-resistant."
PB00314,PVDF,hydrolysis,"Water, maximum use temperature","Maximum use temperature for long-term contact; three columns: Kynar homopolymer, Kynar Flex 2850, Kynar Flex 2800",resistant,150 °C / 135 °C / 110 °C,R-ARKEMA-KYNAR-CHEM,"p. 11 table, Water","NR indicates that Kynar resin is not recommended for long-term use with the chemical at room temperature or at the temperature indicated; the temperatures listed are maximum values and do not take into account pressures, vacuums, mixtures, or close tolerances. Verdict reading: a stated maximum temperature for all three resins = resistant; NR for some = limited; NR for all = not-resistant. Recorded under hydrolysis as the reference's maximum long-term water contact temperature."
PB00315,PEBA,acid,10% sulphuric acid,"7 days at 23 °C unless stated; grades 7233, 7033, 6333, 5533, 4533, 4033, 3533, 2533 (hard to soft)",resistant,A for all eight grades,R-ARKEMA-PEBAX-CHEM,p. 1 Resistance to solvents table,"Key: A little or no effect, B moderate effect, C severe effect. Softer grades swell more; where grades differ the verdict here is limited and the per-grade ratings are given."
PB00316,PEBA,alkali,10% caustic soda,"7 days at 23 °C unless stated; grades 7233, 7033, 6333, 5533, 4533, 4033, 3533, 2533 (hard to soft)",resistant,"A for all eight grades (Caustic potash 34° Baumé, 7 days at 70 °C: A for all)",R-ARKEMA-PEBAX-CHEM,p. 1 Resistance to solvents table,"Key: A little or no effect, B moderate effect, C severe effect. Softer grades swell more; where grades differ the verdict here is limited and the per-grade ratings are given."
PB00317,PEBA,organic-solvent,Acetone,"7 days at 23 °C unless stated; grades 7233, 7033, 6333, 5533, 4533, 4033, 3533, 2533 (hard to soft)",resistant,A for all eight grades,R-ARKEMA-PEBAX-CHEM,p. 1 Resistance to solvents table,"Key: A little or no effect, B moderate effect, C severe effect. Softer grades swell more; where grades differ the verdict here is limited and the per-grade ratings are given."
PB00318,PEBA,organic-solvent,Ethanol,"7 days at 23 °C unless stated; grades 7233, 7033, 6333, 5533, 4533, 4033, 3533, 2533 (hard to soft)",limited,"A for 7233, 7033, 6333, 5533, 4533, 4033; B for 3533; C for 2533",R-ARKEMA-PEBAX-CHEM,p. 1 Resistance to solvents table,"Key: A little or no effect, B moderate effect, C severe effect. Softer grades swell more; where grades differ the verdict here is limited and the per-grade ratings are given."
PB00319,PEBA,organic-solvent,Benzene,"7 days at 23 °C unless stated; grades 7233, 7033, 6333, 5533, 4533, 4033, 3533, 2533 (hard to soft)",limited,"A for 7233, 7033, 6333, 5533; B for 4533, 4033; C for 3533, 2533 (Methylethylketone rated the same)",R-ARKEMA-PEBAX-CHEM,p. 1 Resistance to solvents table,"Key: A little or no effect, B moderate effect, C severe effect. Softer grades swell more; where grades differ the verdict here is limited and the per-grade ratings are given."
PB00320,PEBA,organic-solvent,Methylene chloride,"7 days at 23 °C unless stated; grades 7233, 7033, 6333, 5533, 4533, 4033, 3533, 2533 (hard to soft)",not-resistant,C for all eight grades,R-ARKEMA-PEBAX-CHEM,p. 1 Resistance to solvents table,"Key: A little or no effect, B moderate effect, C severe effect. Softer grades swell more; where grades differ the verdict here is limited and the per-grade ratings are given."
PB00321,PEBA,oil-grease,ASTM N°1 oil,7 days at 121 °C (also 3 days at 100 °C),limited,"7 days at 121 °C: A for 7233 to 4033, C for 3533 and 2533; 3 days at 100 °C: A for 7233 to 4033, B for 3533 and 2533",R-ARKEMA-PEBAX-CHEM,p. 1 Resistance to solvents table,"Key: A little or no effect, B moderate effect, C severe effect. Softer grades swell more; where grades differ the verdict here is limited and the per-grade ratings are given."
PB00322,PEBA,oil-grease,ASTM N°3 oil,7 days at 121 °C (also 3 days at 100 °C),limited,"7 days at 121 °C: A for 7233, 7033, 6333, 5533; B for 4533, 4033; C for 3533, 2533",R-ARKEMA-PEBAX-CHEM,p. 1 Resistance to solvents table,"Key: A little or no effect, B moderate effect, C severe effect. Softer grades swell more; where grades differ the verdict here is limited and the per-grade ratings are given."
PB00323,PEBA,oil-grease,4-star petrol,"7 days at 23 °C unless stated; grades 7233, 7033, 6333, 5533, 4533, 4033, 3533, 2533 (hard to soft)",limited,"A for 7233, 7033, 6333; B for 5533, 4533, 4033; C for 3533, 2533",R-ARKEMA-PEBAX-CHEM,p. 1 Resistance to solvents table,"Key: A little or no effect, B moderate effect, C severe effect. Softer grades swell more; where grades differ the verdict here is limited and the per-grade ratings are given."
PB00324,PEBA,oil-grease,Isooctane,7 days,resistant,"A for all eight grades (Kerosene: A for 7233 to 5533, B for 4533 to 3533, C for 2533)",R-ARKEMA-PEBAX-CHEM,p. 1 Resistance to solvents table,"Key: A little or no effect, B moderate effect, C severe effect. Softer grades swell more; where grades differ the verdict here is limited and the per-grade ratings are given."
PB00325,PEBA,hydrolysis,Boiling water,7 days at 100 °C,resistant,A for all eight grades,R-ARKEMA-PEBAX-CHEM,p. 1 Resistance to solvents table,"Key: A little or no effect, B moderate effect, C severe effect. Softer grades swell more; where grades differ the verdict here is limited and the per-grade ratings are given."
PB00326,TPC,acid,"Sulphuric Acid, up to 50%",Ratings at 23 °C unless stated; concentrations of aqueous solutions saturated except where noted; all hardness grades unless a grade is named,resistant,A,R-DUPONT-HYTREL-HYT504,p. 6 Table I,"Rating key: A fluid has little or no effect; B minor to moderate effect; C severe effect; T no data, likely minor effect; X no data, likely severe effect. As a general rule the resistance of Hytrel increases as the polymer hardness increases; where 40D/55D and 72D differ the verdict here is limited."
PB00327,TPC,acid,"Sulphuric Acid, above 50%",Ratings at 23 °C unless stated; concentrations of aqueous solutions saturated except where noted; all hardness grades unless a grade is named,not-resistant,"C (Fuming, 20 % Oleum: C)",R-DUPONT-HYTREL-HYT504,p. 6 Table I,"Rating key: A fluid has little or no effect; B minor to moderate effect; C severe effect; T no data, likely minor effect; X no data, likely severe effect. As a general rule the resistance of Hytrel increases as the polymer hardness increases; where 40D/55D and 72D differ the verdict here is limited."
PB00328,TPC,acid,"Hydrochloric Acid, 37%",Ratings at 23 °C unless stated; concentrations of aqueous solutions saturated except where noted; all hardness grades unless a grade is named,not-resistant,"C (Hydrochloric Acid, 20 %: B)",R-DUPONT-HYTREL-HYT504,p. 5 Table I,"Rating key: A fluid has little or no effect; B minor to moderate effect; C severe effect; T no data, likely minor effect; X no data, likely severe effect. As a general rule the resistance of Hytrel increases as the polymer hardness increases; where 40D/55D and 72D differ the verdict here is limited."
PB00329,TPC,acid,"Nitric Acid, 10%",Ratings at 23 °C unless stated; concentrations of aqueous solutions saturated except where noted; all hardness grades unless a grade is named,limited,"B (30 %, 60 %, 70 %, red fuming: C)",R-DUPONT-HYTREL-HYT504,p. 5 Table I,"Rating key: A fluid has little or no effect; B minor to moderate effect; C severe effect; T no data, likely minor effect; X no data, likely severe effect. As a general rule the resistance of Hytrel increases as the polymer hardness increases; where 40D/55D and 72D differ the verdict here is limited. p. 3: Hytrel is resistant to most polar fluids – such as acids, bases, amines and glycols at room temperature. However, its resistance to polar fluids is poor at temperatures of 70 °C or above."
PB00330,TPC,alkali,"Sodium Hydroxide, 20%",Ratings at 23 °C unless stated; concentrations of aqueous solutions saturated except where noted; all hardness grades unless a grade is named,resistant,A (Potassium Hydroxide Solutions: A),R-DUPONT-HYTREL-HYT504,p. 5 Table I,"Rating key: A fluid has little or no effect; B minor to moderate effect; C severe effect; T no data, likely minor effect; X no data, likely severe effect. As a general rule the resistance of Hytrel increases as the polymer hardness increases; where 40D/55D and 72D differ the verdict here is limited."
PB00331,TPC,alkali,"Sodium Hydroxide, 46,5%",Ratings at 23 °C unless stated; concentrations of aqueous solutions saturated except where noted; all hardness grades unless a grade is named,limited,B,R-DUPONT-HYTREL-HYT504,p. 5 Table I,"Rating key: A fluid has little or no effect; B minor to moderate effect; C severe effect; T no data, likely minor effect; X no data, likely severe effect. As a general rule the resistance of Hytrel increases as the polymer hardness increases; where 40D/55D and 72D differ the verdict here is limited. p. 3: resistance to polar fluids (acids, bases, amines, glycols) is poor at temperatures of 70 °C or above."
PB00332,TPC,organic-solvent,Acetone,Ratings at 23 °C unless stated; concentrations of aqueous solutions saturated except where noted; all hardness grades unless a grade is named,limited,B,R-DUPONT-HYTREL-HYT504,p. 4 Table I,"Rating key: A fluid has little or no effect; B minor to moderate effect; C severe effect; T no data, likely minor effect; X no data, likely severe effect. As a general rule the resistance of Hytrel increases as the polymer hardness increases; where 40D/55D and 72D differ the verdict here is limited."
PB00333,TPC,organic-solvent,Ethyl Alcohol,Ratings at 23 °C unless stated; concentrations of aqueous solutions saturated except where noted; all hardness grades unless a grade is named,resistant,A (Methyl Alcohol: A; Isopropyl Alcohol: A),R-DUPONT-HYTREL-HYT504,p. 5 Table I,"Rating key: A fluid has little or no effect; B minor to moderate effect; C severe effect; T no data, likely minor effect; X no data, likely severe effect. As a general rule the resistance of Hytrel increases as the polymer hardness increases; where 40D/55D and 72D differ the verdict here is limited."
PB00334,TPC,organic-solvent,Toluene,Ratings at 23 °C unless stated; concentrations of aqueous solutions saturated except where noted; all hardness grades unless a grade is named,limited,"B (40D, 55D); A (72D) (Xylene rated the same)",R-DUPONT-HYTREL-HYT504,p. 6 Table I,"Rating key: A fluid has little or no effect; B minor to moderate effect; C severe effect; T no data, likely minor effect; X no data, likely severe effect. As a general rule the resistance of Hytrel increases as the polymer hardness increases; where 40D/55D and 72D differ the verdict here is limited."
PB00335,TPC,organic-solvent,Methyl Ethyl Ketone,Ratings at 23 °C unless stated; concentrations of aqueous solutions saturated except where noted; all hardness grades unless a grade is named,limited,"B (40D, 55D); A (72D)",R-DUPONT-HYTREL-HYT504,p. 5 Table I,"Rating key: A fluid has little or no effect; B minor to moderate effect; C severe effect; T no data, likely minor effect; X no data, likely severe effect. As a general rule the resistance of Hytrel increases as the polymer hardness increases; where 40D/55D and 72D differ the verdict here is limited."
