ProfileID,MaterialID,GradeID,Profile,Nozzle °C,Nozzle state,Nozzle min °C,Nozzle max °C,Nozzle requirement,Bed °C,Bed state,Bed min °C,Bed max °C,Bed requirement,Chamber °C,Chamber state,Chamber min °C,Chamber max °C,Chamber requirement,Enclosure,Enclosure state,Plate,Drying,Drying state,Drying °C,Drying hours,Nozzle material,Nozzle diameter,Abrasion / clogging,Hardened nozzle,H2C left,H2C right,AMS 2 Pro,AMS HT,AMS published,Support pairing,Failure modes,SourceID,H2C SourceID,Locator,Parse review
P0790,M016,G016-04,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-PLA-Glow-in-the-Dark,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0791,M001,G001-109,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-APLA,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0792,M018,G018-08,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50℃,stated,50,Not published,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-PLA-Carbon-Fiber,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0793,M082,G082-05,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-PP-TDS-7b4ac3a3-751e-42d8-9b0b-bff0d1fc0a3b,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0794,M001,G001-38,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-High-Speed-PLA,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0795,M028,G028-04,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,90-100 °C,unknown,90,100,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,80℃,stated,80,Not published,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-ABS-GF-TDS,H2C-WIKI,p. 1: Recommended printing settings,"Corrected 2026-09-20 (m88) against the source: the sheet prints ""Bed temperature 90 - 100 °C"" in its printing guide and ""Print Platform Temp. 90-100℃"" in its table; the dash is not in the document’s text layer, and the digits either side of it were joined into 90100."
P0796,M001,G001-110,Manufacturer published guidance,200-230°C,range,200,230,required,20-60°C,range,20,60,required,Not published,unknown,Not applicable,Not applicable,unknown,no,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,no,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-EXTRUDR-pla-nx2-TDS-en,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0797,M039,G039-16,Manufacturer published guidance,230-260°C,range,230,260,required,50-90°C,range,50,90,required,Not published,unknown,Not applicable,Not applicable,unknown,no,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,no,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-EXTRUDR-flex-hard-TDS-en-cbd667,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0798,M027,G027-14,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-ABS-FR-TDS-0,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0799,M001,G001-111,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-PLA-Classic-TDS,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0800,M039,G039-17,Manufacturer published guidance,230-250°C,range,230,250,required,50-90°C,range,50,90,required,Not published,unknown,Not applicable,Not applicable,unknown,no,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,no,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-EXTRUDR-flex-medium-TDS-en-d2c5e4,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0801,M050,G050-06,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,80-110℃,stated,110,Not published,Not published,Not published,Use abrasion-resistant nozzle; verify minimum orifice. Fibre concentration and length are grade-specific.,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-PA6-CF-TDS,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0802,M008,G008-04,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-Silk-PLA-Four-Color-TDS-fc0f1921-f20b-4dee-8742-08d11bddaea8,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0803,M024,G024-09,Manufacturer published guidance,220-250°C,range,220,250,required,60-90°C,range,60,90,required,Not published,unknown,Not applicable,Not applicable,unknown,for larger components,recommended,Not published,Not published,unknown,Not applicable,Not applicable,yes,Not published,Hardened Nozzle yes,TRUE,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-EXTRUDR-xpetg-cf-TDS-en,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0804,M008,G008-15,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-SILK-PLA,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0805,M001,G001-112,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-PLA-Meta,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0806,M027,G027-33,Manufacturer published guidance,240 – 265 °C,range,240,265,required,90 – 105 °C,range,90,105,required,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,Not published,unknown,Not applicable,Not applicable,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,S-PVB-technisches-datenblatt-2,H2C-WIKI,p. 3: Recommended printing settings,Not applicable
P0807,M126,G126-02,Manufacturer published guidance,220-250 °C,range,220,250,required,50 °C,range,50,50,required,Not published,unknown,Not applicable,Not applicable,unknown,no,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,no,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-EXTRUDR-flex-medium-esd-TDS-en-eb4012,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
P0808,M027,G027-12,Manufacturer published guidance,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not applicable,Not applicable,unknown,Not published,unknown,Not published,50℃,stated,50,Not published,Not published,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-SUNLU-High-Speed-ABS-TDS,H2C-WIKI,p. 2: Recommended printing settings,Not applicable
P0809,M039,G039-15,Manufacturer published guidance,220-250°C,range,220,250,required,50-90°C,range,50,90,required,Not published,unknown,Not applicable,Not applicable,unknown,no,not-needed,Not published,Not published,unknown,Not applicable,Not applicable,no,Not published,Not published,Not published,Verify exact grade/nozzle; no blanket approval,Verify exact grade/nozzle; no blanket approval,Not verified for every grade,Not verified for every grade,Not published,Not published,Not published,R-EXTRUDR-flex-semisoft-TDS-en-f4e958,H2C-WIKI,p. 1: Recommended printing settings,Not applicable
